,bill,year
6758,Maori Purposes Act 1948 (1948 No 69),1948.0
6759,Marketing Amendment Act 1948 (1948 No 54),1948.0
6760,Mining Amendment Act 1948 (1948 No 26),1948.0
6761,Municipal Corporations Amendment Act 1948 (1948 No 60),1948.0
6762,Nassella Tussock Amendment Act 1948 (1948 No 30),1948.0
6763,Nelson Harbour Board Empowering Act 1948 (Local) (1948 No 13),1948.0
6764,New Plymouth Borough Council and New Plymouth Harbour Board Empowering Amendment Act 1948 (Local) (1948 No 3),1948.0
6765,New Zealand National Airways Amendment Act 1948 (1948 No 73),1948.0
6766,Otago Presbyterian Church Board of Property Amendment Act 1948 (Private) (1948 No 3),1948.0
6767,Patriotic and Canteen Funds Amendment Act 1948 (1948 No 29),1948.0
6768,Post and Telegraph Amendment Act 1948 (1948 No 5),1948.0
6769,Public Holidays Amendment Act 1948 (1948 No 46),1948.0
6770,Public Trust Office Amendment Act 1948 (1948 No 57),1948.0
6771,Public Works Amendment Act 1948 (1948 No 39),1948.0
6772,Rangitaiki Land Drainage Amendment Act 1948 (1948 No 41),1948.0
6773,Reserves and Other Lands Disposal Act 1948 (1948 No 72),1948.0
6774,Scaffolding and Excavation Amendment Act 1948 (1948 No 4),1948.0
6775,Servicemen's Settlement and Land Sales Amendment Act 1948 (1948 No 49),1948.0
6776,Shipping and Seamen Amendment Act 1948 (1948 No 10),1948.0
6777,Social Security (Reciprocity with Australia) Act 1948 (1948 No 70),1948.0
6778,Soil Conservation and Rivers Control Amendment Act 1948 (1948 No 40),1948.0
6779,Statutes Amendment Act 1948 (1948 No 77),1948.0
6780,Superannuation Amendment Act 1948 (1948 No 79),1948.0
6781,Supply Regulations Amendment Act 1948 (1948 No 81),1948.0
6782,Sutton Adoption Act 1948 (Private) (1948 No 1),1948.0
6783,Swamp Drainage Amendment Act 1948 (1948 No 42),1948.0
6784,Tenancy Act 1948 (1948 No 76),1948.0
6785,Tokelau Islands Act 1948 (1948 No 24),1948.0
6786,Tongariro National Park Amendment Act 1948 (1948 No 33),1948.0
6787,Town-planning Amendment Act 1948 (1948 No 59),1948.0
6788,Trades Certification Act 1948 (1948 No 21),1948.0
6789,Transport Law Amendment Act 1948 (1948 No 47),1948.0
6790,Trustee Savings Banks Act 1948 (1948 No 62),1948.0
6791,Tuberculosis Act 1948 (1948 No 36),1948.0
6792,Valuers Act 1948 (1948 No 63),1948.0
6793,Veterinary Services Amendment Act 1948 (1948 No 31),1948.0
6794,West Coast Settlement Reserves Amendment Act 1948 (1948 No 75),1948.0
6795,Westport Coal Company Act 1948 (1948 No 9),1948.0
6796,Agricultural Emergency Regulations Confirmation Act 1949 (1949 No 36),1949.0
6797,Anzac Day Act 1949 (1949 No 15),1949.0
6798,Appropriation Act 1949 (1949 No 44),1949.0
6799,Auckland Harbour Development Act 1949 (Local) (1949 No 2),1949.0
6800,Balclutha Borough Council Empowering Act 1949 (Local) (1949 No 12),1949.0
6801,Bluff Harbour Board Empowering Act 1949 (Local) (1949 No 3),1949.0
6802,Canterbury Agricultural College Amendment Act 1949 (1949 No 21),1949.0
6803,Cawthron Institute Trust Board Empowering (No 1) Act 1949 (1949 No 1),1949.0
6804,Christchurch Tramway District Amendment Act 1949 (Local) (1949 No 1),1949.0
6805,Co-operative Dairy Companies Act 1949 (1949 No 22),1949.0
6806,Coal-mines Amendment Act 1949 (1949 No 10),1949.0
6807,Counties Amendment Act 1949 (1949 No 27),1949.0
6808,Deckston Hebrew Trust Act 1949 (1949 No 4),1949.0
6809,Dunedin City (Forestry) Empowering Act 1949 (Local) (1949 No 7),1949.0
6810,Dunedin City Empowering Act 1949 (Local) (1949 No 6),1949.0
6811,Education Amendment Act 1949 (1949 No 17),1949.0
6812,Education Lands Act 1949 (1949 No 24),1949.0
6813,Emergency Regulations Amendment Act 1949 (1949 No 50),1949.0
6814,Finance (No 2) Act 1949 (1949 No 52),1949.0
6815,Finance Act 1949 (1949 No 39),1949.0
6816,Fire Services Act 1949 (1949 No 18),1949.0
6817,Forests Act 1949 (1949 No 19),1949.0
6818,Friendly Societies Amendment Act 1949 (1949 No 30),1949.0
6819,Gaming Amendment Act 1949 (1949 No 32),1949.0
6820,George and Annie Troup Trust Act 1949 (1949 No 3),1949.0
6821,Government Railways Act 1949 (1949 No 40),1949.0
6822,Government Service Tribunal Amendment Act 1949 (1949 No 45),1949.0
6823,Hutt Valley Drainage Amendment Act 1949 (Local) (1949 No 8),1949.0
6824,Imprest Supply (No 2) Act 1949 (1949 No 4),1949.0
6825,Imprest Supply (No 3) Act 1949 (1949 No 12),1949.0
6826,Imprest Supply (No 4) Act 1949 (1949 No 14),1949.0
6827,Imprest Supply Act 1949 (1949 No 1),1949.0
6828,Industrial Relations Act 1949 (1949 No 6),1949.0
6829,Knox Presbyterian Church (Lower Hutt) Cemetery Act 1949 (1949 No 2),1949.0
6830,Land and Income Tax (Annual) Act 1949 (1949 No 13),1949.0
6831,Land and Income Tax Amendment Act 1949 (1949 No 29),1949.0
6832,Law Reform (Testamentary Promises) Act 1949 (1949 No 33),1949.0
6833,Licensing Amendment Act 1949 (1949 No 31),1949.0
6834,Licensing Trusts Act 1949 (1949 No 43),1949.0
6835,Local Legislation Act 1949 (1949 No 35),1949.0
6836,Lower Hutt City Empowering (Community Centres) Act 1949 (Local) (1949 No 13),1949.0
6837,Lyttelton Harbour Board Loan Act 1949 (Local) (1949 No 5),1949.0
6838,Maori Purposes Act 1949 (1949 No 46),1949.0
6839,Medical Practitioners Amendment Act 1949 (1949 No 37),1949.0
6840,Military Training Act 1949 (1949 No 23),1949.0
6841,Military Training Poll Act 1949 (1949 No 2),1949.0
6842,Minimum Wage Amendment Act 1949 (1949 No 5),1949.0
6843,Napier Harbour Board and Napier Borough Enabling Amendment Act 1949 (Local) (1949 No 10),1949.0
6844,New Zealand Counties Association Act 1949 (1949 No 28),1949.0
6845,Occupational Therapy Act 1949 (1949 No 9),1949.0
6846,Patriotic and Canteen Funds Amendment Act 1949 (1949 No 20),1949.0
6847,Physiotherapy Act 1949 (1949 No 8),1949.0
6848,Rabbit Nuisance Amendment Act 1949 (1949 No 16),1949.0
6849,Radioactive Substances Act 1949 (1949 No 42),1949.0
6850,Reserves and Other Lands Disposal Act 1949 (1949 No 34),1949.0
6851,Riccarton Bush Amendment Act 1949 (Local) (1949 No 9),1949.0
6852,Samoa Amendment Act 1949 (1949 No 47),1949.0
6853,Social Security Amendment Act 1949 (1949 No 38),1949.0
6854,Statutes Amendment Act 1949 (1949 No 51),1949.0
6855,Supply Regulations Amendment Act 1949 (1949 No 49),1949.0
6856,Thames Borough Council Empowering Act 1949 (1949 No 4),1949.0
6857,Transport Act 1949 (1949 No 7),1949.0
6858,Transport Licensing Amendment Act 1949 (1949 No 3),1949.0
6859,War Pensions Amendment Act 1949 (1949 No 25),1949.0
6860,War Pensions and Allowances (Mercantile Marine) Amendment Act 1949 (1949 No 26),1949.0
6861,Whaingaroa Domain Disposal Act 1949 (1949 No 48),1949.0
6862,Whangarei Milk Authority Empowering Act 1949 (Local) (1949 No 11),1949.0
6863,Wool Labelling Act 1949 (1949 No 41),1949.0
6864,Workers' Compensation Amendment Act 1949 (1949 No 11),1949.0
6865,Agricultural Emergency Regulations Confirmation Act 1950 (1950 No 86),1950.0
6866,Annual Holidays Amendment Act 1950 (1950 No 68),1950.0
6867,Apple and Pear Marketing Amendment Act 1950 (1950 No 61),1950.0
6868,Appropriation Act 1950 (1950 No 100),1950.0
6869,Auckland City Council and Auckland Harbour Board Empowering Act 1950 (Local) (1950 No 7),1950.0
6870,Auckland Harbour Trust Act 1950 (1950 No 101),1950.0
6871,Balclutha Borough Vesting and Empowering Act 1950 (Local) (1950 No 12),1950.0
6872,Board of Trade Act 1950 (1950 No 85),1950.0
6873,"Boilers, Lifts, and Cranes Act 1950 (1950 No 53)",1950.0
6874,Capital Punishment Act 1950 (1950 No 81),1950.0
6875,Cemeteries Amendment Act 1950 (1950 No 42),1950.0
6876,Chattels Transfer Amendment Act 1950 (1950 No 26),1950.0
6877,Christchurch Tramway District Amendment Act 1950 (Local) (1950 No 2),1950.0
6878,Civil List Act 1950 (1950 No 99),1950.0
6879,Co-operative Dairy Companies Amendment Act 1950 (1950 No 45),1950.0
6880,Co-operative Egg Marketing Companies Act 1950 (1950 No 7),1950.0
6881,Coal Mines Amendment Act 1950 (1950 No 37),1950.0
6882,Cook Islands Amendment Act 1950 (1950 No 92),1950.0
6883,Crimes Amendment Act 1950 (1950 No 83),1950.0
6884,Crown Proceedings Act 1950 (1950 No 54),1950.0
6885,Dairy Products Marketing Commission Amendment Act 1950 (1950 No 10),1950.0
6886,Death Duties Amendment Act 1950 (1950 No 70),1950.0
6887,Deaths by Accidents Compensation Amendment Act 1950 (1950 No 58),1950.0
6888,Dietitians Act 1950 (1950 No 44),1950.0
6889,Distress and Replevin Amendment Act 1950 (1950 No 17),1950.0
6890,Education Amendment Act 1950 (1950 No 77),1950.0
6891,Education Lands Amendment Act 1950 (1950 No 72),1950.0
6892,Electoral Amendment Act 1950 (1950 No 32),1950.0
6893,Emergency Forces Act 1950 (1950 No 6),1950.0
6894,Emergency Regulations Amendment Act 1950 (1950 No 75),1950.0
6895,Evidence Amendment Act 1950 (1950 No 29),1950.0
6896,Finance Act 1950 (1950 No 93),1950.0
6897,Gaming Amendment Act 1950 (1950 No 36),1950.0
6898,Government Railways Amendment Act 1950 (1950 No 71),1950.0
6899,Government Service Tribunal Amendment Act 1950 (1950 No 78),1950.0
6900,Harbours Act 1950 (1950 No 34),1950.0
6901,Hospitals Amendment Act 1950 (1950 No 57),1950.0
6902,Huntly Borough Empowering Act 1950 (Local) (1950 No 6),1950.0
6903,Hutt Valley Electric Board Empowering Act 1950 (Local) (1950 No 4),1950.0
6904,Imprest Supply (No 2) Act 1950 (1950 No 2),1950.0
6905,Imprest Supply (No 3) Act 1950 (1950 No 21),1950.0
6906,Imprest Supply (No 4) Act 1950 (1950 No 31),1950.0
6907,Imprest Supply (No 5) Act 1950 (1950 No 46),1950.0
6908,Imprest Supply Act 1950 (1950 No 1),1950.0
6909,Infants Amendment Act 1950 (1950 No 18),1950.0
6910,Insurance Companies' Deposits Amendment Act 1950 (1950 No 82),1950.0
6911,Invercargill Licensing Trust Act 1950 (1950 No 33),1950.0
6912,Joint Family Homes Act 1950 (1950 No 43),1950.0
6913,Land Amendment Act 1950 (1950 No 96),1950.0
6914,Land and Income Tax (Annual) Act 1950 (1950 No 23),1950.0
6915,Land and Income Tax Amendment Act (No 2) 1950 (1950 No 87),1950.0
6916,Land and Income Tax Amendment Act 1950 (1950 No 22),1950.0
6917,Land Transfer Amendment Act 1950 (1950 No 24),1950.0
6918,Legislative Council Abolition Act 1950 (1950 No 3),1950.0
6919,Licensing Trusts Amendment Act 1950 (1950 No 90),1950.0
6920,Limitation Act 1950 (1950 No 65),1950.0
6921,Local Elections and Polls Amendment Act 1950 (1950 No 30),1950.0
6922,Local Legislation Act 1950 (1950 No 79),1950.0
6923,Machinery Act 1950 (1950 No 52),1950.0
6924,Magistrates' Courts Amendment Act 1950 (1950 No 25),1950.0
6925,Maori Purposes Act 1950 (1950 No 98),1950.0
6926,Marginal Lands Act 1950 (1950 No 76),1950.0
6927,Masterton Trust Lands Act 1950 (Local) (1950 No 5),1950.0
6928,Meat Export Control Amendment Act 1950 (1950 No 11),1950.0
6929,Medical Practitioners Act 1950 (1950 No 50),1950.0
6930,Medical Research Council Act 1950 (1950 No 20),1950.0
6931,Mental Defectives Amendment Act 1950 (1950 No 56),1950.0
6932,Minimum Wage Amendment Act 1950 (1950 No 16),1950.0
6933,Municipal Corporations Amendment Act 1950 (1950 No 60),1950.0
6934,Napier City Special Rates Consolidation Act 1950 (Local) (1950 No 10),1950.0
6935,National Provident Fund Act 1950 (1950 No 55),1950.0
6936,Naval Defence Amendment Act 1950 (1950 No 63),1950.0
6937,Nelson City Special Rates Consolidation Act 1950 (Local) (1950 No 1),1950.0
6938,New Zealand Army Act 1950 (1950 No 39),1950.0
6939,New Zealand University Amendment Act 1950 (1950 No 80),1950.0
6940,Noxious Weeds Act 1950 (1950 No 62),1950.0
6941,Orchard and Garden Diseases Amendment Act 1950 (1950 No 59),1950.0
6942,Otago Harbour Board Empowering Act 1950 (Local) (1950 No 8),1950.0
6943,Palmerston North City Gasworks and Electricity Empowering Act 1950 (Local) (1950 No 3),1950.0
6944,Patriotic and Canteen Funds Amendment Act 1950 (1950 No 64),1950.0
6945,Plumbers Registration Amendment Act 1950 (1950 No 15),1950.0
6946,Police Offences Amendment Act 1950 (1950 No 95),1950.0
6947,Political Disabilities Removal Amendment Act 1950 (1950 No 35),1950.0
6948,Potato Growing Industry Act 1950 (1950 No 4),1950.0
6949,Property Law Amendment Act 1950 (1950 No 27),1950.0
6950,Public Service Amendment Act 1950 (1950 No 74),1950.0
6951,Rating Amendment Act 1950 (1950 No 67),1950.0
6952,Republic of India Act 1950 (1950 No 14),1950.0
6953,Republic of Ireland Act 1950 (1950 No 13),1950.0
6954,Reserve Bank of New Zealand Amendment Act 1950 (1950 No 5),1950.0
6955,Reserves and Other Lands Disposal Act 1950 (1950 No 89),1950.0
6956,Royal New Zealand Air Force Act 1950 (1950 No 40),1950.0
6957,Servicemen's Settlement Act 1950 (1950 No 41),1950.0
6958,Shipping and Seamen Amendment Act 1950 (1950 No 88),1950.0
6959,Social Security Amendment Act 1950 (1950 No 49),1950.0
6960,Standards Amendment Act 1950 (1950 No 12),1950.0
6961,Statutes Amendment Act 1950 (1950 No 91),1950.0
6962,Stock Amendment Act 1950 (1950 No 8),1950.0
6963,Stock Remedies Amendment Act 1950 (1950 No 66),1950.0
6964,Superannuation Amendment Act 1950 (1950 No 94),1950.0
6965,Supply Regulations Amendment Act 1950 (1950 No 73),1950.0
6966,Taupiri and Renown Coal Companies Act 1950 (1950 No 38),1950.0
6967,Tenancy Amendment Act 1950 (1950 No 28),1950.0
6968,Transport Amendment Act 1950 (1950 No 51),1950.0
6969,Tuberculosis Amendment Act 1950 (1950 No 19),1950.0
6970,War Pensions Amendment Act 1950 (1950 No 47),1950.0
6971,War Pensions and Allowances (Mercantile Marine) Amendment Act 1950 (1950 No 48),1950.0
6972,Waterfront Royal Commission Act 1950 (1950 No 69),1950.0
6973,Wellington City Trading Departments' Reserve and Renewal Funds Amendment Act 1950 (Local) (1950 No 11),1950.0
6974,Whakatane Harbour Amendment Act 1950 (Local) (1950 No 9),1950.0
6975,Whangarei Harbour Board Vesting and Empowering Act 1950 (Local) (1950 No 13),1950.0
6976,Wool Industry Amendment Act 1950 (1950 No 9),1950.0
6977,Wool Proceeds Retention Act 1950 (1950 No 97),1950.0
6978,Workers' Compensation Amendment Act 1950 (1950 No 84),1950.0
6979,Administration Amendment Act 1951 (1951 No 40),1951.0
6980,Agricultural Emergency Regulations Confirmation (No 2) Act 1951 (1951 No 59),1951.0
6981,Agricultural Emergency Regulations Confirmation Act 1951 (1951 No 2),1951.0
6982,Air Services Licensing Act 1951 (1951 No 25),1951.0
6983,Apiaries Amendment Act 1951 (1951 No 9),1951.0
6984,Apple and Pear Marketing Amendment Act 1951 (1951 No 62),1951.0
6985,Appropriation Act 1951 (1951 No 21),1951.0
6986,Auckland Harbour Board Loan and Empowering Act 1951 (Local) (1951 No 17),1951.0
6987,Auckland Metropolitan Drainage Amendment Act 1951 (Local) (1951 No 18),1951.0
6988,Bank of New South Wales Amendment Act 1951 (Private) (1951 No 1),1951.0
6989,Births and Deaths Registration Act 1951 (1951 No 22),1951.0
6990,Building Societies Amendment Act 1951 (1951 No 37),1951.0
6991,Christchurch District Drainage Act 1951 (Local) (1951 No 21),1951.0
6992,Christchurch Tramway District Amendment Act 1951 (Local) (1951 No 8),1951.0
6993,Church Property Trust (Canterbury) Amendment Act 1951 (Private) (1951 No 4),1951.0
6994,Co-operative Dairy Companies Amendment Act 1951 (1951 No 30),1951.0
6995,Coroners Act 1951 (1951 No 73),1951.0
6996,Customs Acts Amendment Act 1951 (1951 No 71),1951.0
6997,Dairy Products Marketing Commission Amendment Act 1951 (1951 No 10),1951.0
6998,Dempsey Trust Amendment Act 1951 (Private) (1951 No 10),1951.0
6999,Destitute Persons Amendment Act 1951 (1951 No 68),1951.0
7000,Dunedin District Drainage and Sewerage Amendment Act 1951 (Local) (1951 No 3),1951.0
7001,Dunedin Waterworks (Taieri River Supply) Extension Act 1951 (Local) (1951 No 16),1951.0
7002,Earthquake and War Damage Amendment Act 1951 (1951 No 42),1951.0
7003,Electoral Amendment Act 1951 (1951 No 6),1951.0
7004,Eliza White Orphanage Trust Act 1951 (Private) (1951 No 3),1951.0
7005,Emergency Forces Amendment Act 1951 (1951 No 50),1951.0
7006,Emergency Regulations Amendment Act 1951 (1951 No 63),1951.0
7007,Enemy Property Act 1951 (1951 No 48),1951.0
7008,Fees and Travelling Allowances Act 1951 (1951 No 79),1951.0
7009,Finance Act 1951 (1951 No 78),1951.0
7010,Forest and Rural Fires Amendment Act 1951 (1951 No 32),1951.0
7011,Government Life Insurance Amendment Act 1951 (1951 No 66),1951.0
7012,Health Amendment Act 1951 (1951 No 44),1951.0
7013,Hospitals Amendment Act 1951 (1951 No 49),1951.0
7014,Immigration Restriction Amendment Act 1951 (1951 No 14),1951.0
7015,Imprest Supply (No 2) Act 1951 (1951 No 5),1951.0
7016,Imprest Supply (No 3) Act 1951 (1951 No 7),1951.0
7017,Imprest Supply Act 1951 (1951 No 1),1951.0
7018,Incorporated Societies Amendment Act 1951 (1951 No 38),1951.0
7019,Industrial Conciliation and Arbitration Amendment Act 1951 (1951 No 61),1951.0
7020,International Air Services Licensing Amendment Act 1951 (1951 No 26),1951.0
7021,John Fuller Trust Act 1951 (Private) (1951 No 6),1951.0
7022,Joint Family Homes Amendment Act 1951 (1951 No 28),1951.0
7023,Juries Amendment Act 1951 (1951 No 39),1951.0
7024,Land Amendment Act 1951 (1951 No 60),1951.0
7025,Land and Income Tax (Annual) Act 1951 (1951 No 15),1951.0
7026,Land and Income Tax Amendment Act 1951 (1951 No 80),1951.0
7027,Legislature Amendment Act 1951 (1951 No 8),1951.0
7028,Licensing Trusts Amendment Act 1951 (1951 No 70),1951.0
7029,Local Bodies' Loans Amendment Act 1951 (1951 No 56),1951.0
7030,Local Legislation Act 1951 (1951 No 69),1951.0
7031,Lower Hutt City Empowering Act 1951 (Local) (1951 No 22),1951.0
7032,Lyttelton Borough Gasworks and Electricity Empowering Act 1951 (Local) (1951 No 4),1951.0
7033,Lyttelton Harbour Board Empowering Act 1951 (Local) (1951 No 7),1951.0
7034,Maori Purposes Act 1951 (1951 No 75),1951.0
7035,Maori Social and Economic Advancement Amendment Act 1951 (1951 No 52),1951.0
7036,Marriage Amendment Act 1951 (1951 No 18),1951.0
7037,Medical Practitioners Amendment Act 1951 (1951 No 43),1951.0
7038,Medical Research Council Amendment Act 1951 (1951 No 45),1951.0
7039,Mental Defectives Amendment Act 1951 (1951 No 47),1951.0
7040,Military Training Amendment Act 1951 (1951 No 13),1951.0
7041,Milk Amendment Act 1951 (1951 No 41),1951.0
7042,Minimum Wage Amendment Act 1951 (1951 No 3),1951.0
7043,Municipal Corporations Amendment Act 1951 (1951 No 53),1951.0
7044,Napier Borough (Marewa Area) Empowering Amendment Act 1951 (Local) (1951 No 13),1951.0
7045,Napier City (Westshore Streets Improvement) Empowering Act 1951 (Local) (1951 No 12),1951.0
7046,Napier Harbour Board Loan Amendment Act 1951 (Local) (1951 No 11),1951.0
7047,Naval Defence Amendment Act 1951 (1951 No 27),1951.0
7048,Nelson City Empowering Act 1951 (Local) (1951 No 5),1951.0
7049,New Plymouth Harbour Board Empowering Act 1951 (Local) (1951 No 9),1951.0
7050,North Shore Drainage Act 1951 (Local) (1951 No 19),1951.0
7051,Oamaru Borough Council and Oamaru Harbour Board Empowering Act 1951 (Local) (1951 No 20),1951.0
7052,Oamaru Harbour Board Rating Act 1951 (Local) (1951 No 14),1951.0
7053,Official Secrets Act 1951 (1951 No 77),1951.0
7054,Palmerston North Town Planning Empowering Act 1951 (Local) (1951 No 15),1951.0
7055,Patriotic and Canteen Funds Amendment Act 1951 (1951 No 55),1951.0
7056,Peggy Joan Boys Voluntary Settlement Act 1951 (Private) (1951 No 5),1951.0
7057,Police Force Amendment Act 1951 (1951 No 31),1951.0
7058,Police Offences Amendment Act 1951 (1951 No 67),1951.0
7059,Property Law Amendment Act 1951 (1951 No 84),1951.0
7060,Public Service Amendment Act 1951 (1951 No 72),1951.0
7061,Public Trust Office Amendment Act 1951 (1951 No 57),1951.0
7062,Quarries Amendment Act 1951 (1951 No 83),1951.0
7063,"Religious, Charitable, and Educational Trusts Amendment Act 1951 (1951 No 29)",1951.0
7064,Reserves and Other Lands Disposal Act 1951 (1951 No 76),1951.0
7065,Roman Catholic Bishops Empowering Act 1951 (Private) (1951 No 2),1951.0
7066,Samoa Amendment Act 1951 (1951 No 74),1951.0
7067,Scaffolding and Excavation Amendment Act 1951 (1951 No 12),1951.0
7068,Servicemen's Settlement Amendment Act 1951 (1951 No 33),1951.0
7069,Shops and Offices Amendment Act 1951 (1951 No 11),1951.0
7070,Shorthand Reporters Amendment Act 1951 (1951 No 16),1951.0
7071,Social Security Amendment Act 1951 (1951 No 54),1951.0
7072,Southland Boys' and Girls' High Schools Amendment Act 1951 (1951 No 35),1951.0
7073,State Advances Corporation Amendment Act 1951 (1951 No 46),1951.0
7074,Statutes Amendment Act 1951 (1951 No 81),1951.0
7075,Superannuation Amendment Act 1951 (1951 No 65),1951.0
7076,Supply Regulations Amendment Act 1951 (1951 No 64),1951.0
7077,Te Kuiti Borough Empowering Act 1951 (Local) (1951 No 2),1951.0
7078,Tobacco Growing Industry Amendment Act 1951 (1951 No 36),1951.0
7079,Treaty of Peace (Japan) Act 1951 (1951 No 58),1951.0
7080,Union Funds Distribution Act 1951 (1951 No 20),1951.0
7081,Valuation of Land Act 1951 (1951 No 19),1951.0
7082,War Pensions Amendment Act 1951 (1951 No 23),1951.0
